	Unnamed: 0	Unnamed: 0.1	filename	onset	offset	event_label	start	name	original_label
371	9282	13595	q_20.wav	4.278	6.173	Other	20	q	/t/dd00005
1304	3870	4720	Dn5UvPhz_40.wav	8.819	10.0	BabyCry	40	Dn5UvPhz	/t/dd00002
1780	237	1182	f3vRQc2w_80.wav	9.496	9.722	BabyCry	80	f3vRQc2w	/t/dd00002
657	2202	13436	aeepOb4vr5o_20.wav	7.002	8.074	Other	20	aeepOb4vr5o	/t/dd00001
352	1540	11725	W69vj4EZ2Ts_100.wav	5.48	7.764	Other	100	W69vj4EZ2Ts	/t/dd00005
990	2940	11038	VzBki5yHirg_510.wav	2.183	3.417	Other	510	VzBki5yHirg	/m/0ytgt
353	11308	12800	VZSGZjNqu7s_20.wav	5.926	8.098	Other	20	VZSGZjNqu7s	/t/dd00005
1453	5047	11272	W_15.wav	2.86	3.699	BabyCry	15	W	/t/dd00002
1188	5280	18055	ieZmQbzQYtw_0.wav	3.035	4.05	Other	0	ieZmQbzQYtw	/m/0ytgt
1641	9697	104	i13woB5tvQE_30.wav	6.583	8.681	BabyCry	30	i13woB5tvQE	/t/dd00002
2099	4456	15993	Mm2Uv4kIYN4_80.wav	0.489	1.084	BabyCry	80	Mm2Uv4kIYN4	/t/dd00002
1935	300	8188	hBDrDdTPqEs_10.wav	0.0	0.556	BabyCry	10	hBDrDdTPqEs	/t/dd00002
31	4180	4574	UAZWmOfN588_120.wav	0.344	10.0	Other	120	UAZWmOfN588	/t/dd00013
1468	8779	415	3uVdX0Yg2Mg_50.wav	5.241	7.839	BabyCry	50	3uVdX0Yg2Mg	/t/dd00002
718	9435	17777	OKsOk8558gs_380.wav	7.512	8.378	Other	380	OKsOk8558gs	/t/dd00001
2190	5922	5766	6fXP1WG6QSg_40.wav	1.979	3.604	BabyCry	40	6fXP1WG6QSg	/t/dd00002
1533	10973	1752	UNJmzbRfYQg_5.wav	8.753	9.034	BabyCry	5	UNJmzbRfYQg	/t/dd00002
2201	6452	10302	MrVe-R7Y5UA_30.wav	4.611	4.806	BabyCry	30	MrVe-R7Y5UA	/t/dd00002
830	8263	8826	leEDobYo8xY_20.wav	1.844	2.514	Other	20	leEDobYo8xY	/t/dd00001
1599	7322	4520	SyMaE73Kym4_18.wav	1.63	2.415	BabyCry	18	SyMaE73Kym4	/t/dd00002
229	2303	10511	Uw1xEMdofRQ_120.wav	4.146	5.147	Other	120	Uw1xEMdofRQ	/t/dd00135
25	8244	15431	6YPB0eV43bQ_110.wav	0.0	10.0	Other	110	6YPB0eV43bQ	/t/dd00013
2229	2307	13515	QAA_30.wav	2.556	4.165	BabyCry	30	QAA	/t/dd00002
846	6552	14697	196iiCJRxpQ_160.wav	3.85	4.598	Other	160	196iiCJRxpQ	/t/dd00001
2054	3928	12140	a6x-RPqK3Lk_20.wav	0.0	3.397	BabyCry	20	a6x-RPqK3Lk	/t/dd00002
414	5491	772	7C0JgdogroE_5.wav	7.333	8.684	Other	5	7C0JgdogroE	/t/dd00005
213	4590	14435	luB4wopsyqE_30.wav	0.0	1.601	Other	30	luB4wopsyqE	/t/dd00135
140	2941	11011	FewhkPh4QsQ_100.wav	8.476	8.918	Other	100	FewhkPh4QsQ	/t/dd00135
417	5085	18182	8rKtax0rSuw_30.wav	0.0	2.25	Other	30	8rKtax0rSuw	/t/dd00005
1264	7906	2770	rH5fuFuslMc_30.wav	0.0	1.56	BabyCry	30	rH5fuFuslMc	/t/dd00002
118	6017	14836	iqp_180.wav	9.402	9.732	Other	180	iqp	/t/dd00013
143	9643	9377	BcApZzNFy3M_30.wav	5.213	8.787	Other	30	BcApZzNFy3M	/t/dd00135
1564	3244	9357	MTIF_0.wav	4.817	9.091	BabyCry	0	MTIF	/t/dd00002
1000	9529	17436	097K1uMIPyQ_30.wav	0.035	0.977	Other	30	097K1uMIPyQ	/m/0ytgt
271	9945	17394	oViKt6VbGf4_9.wav	4.589	6.425	Other	9	oViKt6VbGf4	/t/dd00135
474	2239	2929	3-Tu-p2WR78_30.wav	8.646	9.559	Other	30	3-Tu-p2WR78	/t/dd00005
457	7814	4681	iVSqoJZvJ40_180.wav	0.0	2.953	Other	180	iVSqoJZvJ40	/t/dd00005
1324	10646	3071	wK8PTwRTCzs_30.wav	0.869	1.335	BabyCry	30	wK8PTwRTCzs	/t/dd00002
4	8834	17630	9xm0YLR853E_30.wav	3.409	5.189	Other	30	9xm0YLR853E	/t/dd00013
1485	8738	2627	SfG4W3mdr70_90.wav	2.96	3.88	BabyCry	90	SfG4W3mdr70	/t/dd00002
1310	31	103	i13woB5tvQE_30.wav	6.112	6.296	BabyCry	30	i13woB5tvQE	/t/dd00002
2053	8242	3954	y-8h7ozmWSA_0.wav	8.31	8.732	BabyCry	0	y-8h7ozmWSA	/t/dd00002
2312	10491	14568	54TUIAhPjM0_30.wav	0.0	1.676	BabyCry	30	54TUIAhPjM0	/t/dd00002
1350	9722	4811	WEfXgyKZtlk_16.wav	0.0	0.597	BabyCry	16	WEfXgyKZtlk	/t/dd00002
1174	7813	8103	Xn6axGzcbKo_30.wav	8.021	8.929	Other	30	Xn6axGzcbKo	/m/0ytgt
1269	2137	15231	YaE_140.wav	3.432	4.117	BabyCry	140	YaE	/t/dd00002
799	9729	16234	K_30.wav	9.409	9.717	Other	30	K	/t/dd00001
446	2944	6896	4iGTfCkaQwU_30.wav	2.514	3.426	Other	30	4iGTfCkaQwU	/t/dd00005
683	1525	5925	QrJ3q0Qa3zE_30.wav	1.827	2.346	Other	30	QrJ3q0Qa3zE	/t/dd00001
966	1651	8528	Xv534ZTNZe4_220.wav	9.243	9.679	Other	220	Xv534ZTNZe4	/m/0ytgt
2005	10358	14477	voTs1odFCAI_10.wav	7.739	8.055	BabyCry	10	voTs1odFCAI	/t/dd00002
2153	7170	2733	x_25.wav	0.411	2.202	BabyCry	25	x	/t/dd00002
1571	5733	13549	OrkREXY78tE_30.wav	3.661	4.278	BabyCry	30	OrkREXY78tE	/t/dd00002
2397	8585	4995	8WtFMfpckrA_10.wav	3.409	4.213	BabyCry	10	8WtFMfpckrA	/t/dd00002
618	1404	10584	qRtq46Q5XI8_0.wav	9.921	10.0	Other	0	qRtq46Q5XI8	/t/dd00001
2067	3333	13377	NeYaCucMRKE_270.wav	6.423	8.272	BabyCry	270	NeYaCucMRKE	/t/dd00002
1787	4081	7200	rIZ3K4xqTPA_28.wav	3.775	5.139	BabyCry	28	rIZ3K4xqTPA	/t/dd00002
1317	891	8156	Pf6nR7ihQjs_16.wav	2.685	9.194	BabyCry	16	Pf6nR7ihQjs	/t/dd00002
1466	7605	2470	cwzz1fNEUqg_30.wav	2.597	3.434	BabyCry	30	cwzz1fNEUqg	/t/dd00002
2355	108	9816	zSaRr8QJriQ_30.wav	5.871	7.252	BabyCry	30	zSaRr8QJriQ	/t/dd00002
1143	1136	4024	GMGoJdaIO1Q_0.wav	1.866	2.463	Other	0	GMGoJdaIO1Q	/m/0ytgt
1864	2199	5764	6fXP1WG6QSg_40.wav	0.0	0.558	BabyCry	40	6fXP1WG6QSg	/t/dd00002
1476	7417	13419	7Xudm_25.wav	5.33	7.657	BabyCry	25	7Xudm	/t/dd00002
1657	2348	16051	6T2jEKesKXY_30.wav	3.888	6.163	BabyCry	30	6T2jEKesKXY	/t/dd00002
2160	9428	12305	_3.wav	8.805	9.787	BabyCry	3		/t/dd00002
2051	9790	15995	Mm2Uv4kIYN4_80.wav	3.74	4.47	BabyCry	80	Mm2Uv4kIYN4	/t/dd00002
1126	9068	13228	OK7-oQmCpXw_30.wav	1.159	2.004	Other	30	OK7-oQmCpXw	/m/0ytgt
1915	10166	11135	LJtqs05z4fI_200.wav	7.619	7.88	BabyCry	200	LJtqs05z4fI	/t/dd00002
1918	7110	7569	l4Qyblf48gM_80.wav	0.0	0.617	BabyCry	80	l4Qyblf48gM	/t/dd00002
567	6636	10448	4ZnuMBysrS8_30.wav	7.528	10.0	Other	30	4ZnuMBysrS8	/t/dd00005
861	5309	5927	QrJ3q0Qa3zE_30.wav	3.717	4.094	Other	30	QrJ3q0Qa3zE	/t/dd00001
267	10759	5401	5Unut8KldHk_30.wav	0.496	8.307	Other	30	5Unut8KldHk	/t/dd00135
1467	2830	10907	hCxT_5.wav	3.898	5.508	BabyCry	5	hCxT	/t/dd00002
1733	1073	8194	hBDrDdTPqEs_10.wav	5.797	5.934	BabyCry	10	hBDrDdTPqEs	/t/dd00002
1482	5544	4057	yRqDlzEtGcY_30.wav	5.762	6.606	BabyCry	30	yRqDlzEtGcY	/t/dd00002
1135	5257	18429	CTU_30.wav	4.307	4.877	Other	30	CTU	/m/0ytgt
1137	834	5940	4oqxlg5O4_160.wav	9.244	9.787	Other	160	4oqxlg5O4	/m/0ytgt
1370	2195	4572	Rr5DirSPWOI_40.wav	5.911	8.382	BabyCry	40	Rr5DirSPWOI	/t/dd00002
1156	1490	8805	_360.wav	4.598	4.929	Other	360		/m/0ytgt
2191	3022	4197	ikyuvMEe1Bw_30.wav	7.145	7.823	BabyCry	30	ikyuvMEe1Bw	/t/dd00002
701	3219	380	Fdnf6wbGbf4_20.wav	6.095	7.449	Other	20	Fdnf6wbGbf4	/t/dd00001
2363	5035	4278	WoT6HZTMdy4_300.wav	2.87	4.512	BabyCry	300	WoT6HZTMdy4	/t/dd00002
2344	7183	1972	0qlMC4f7vVo_12.wav	1.724	2.659	BabyCry	12	0qlMC4f7vVo	/t/dd00002
2068	4195	11391	HUrt-wFxTEY_50.wav	1.845	2.437	BabyCry	50	HUrt-wFxTEY	/t/dd00002
2151	5392	14146	tVQ4CFGbMM4_10.wav	6.914	7.49	BabyCry	10	tVQ4CFGbMM4	/t/dd00002
648	1784	18902	p32OC97aNqc_30.wav	3.388	5.737	Other	30	p32OC97aNqc	/t/dd00001
1384	3110	4580	aeiXr2U079g_30.wav	2.849	3.681	BabyCry	30	aeiXr2U079g	/t/dd00002
1917	8739	3773	3dw4ETcqtQk_30.wav	6.327	7.723	BabyCry	30	3dw4ETcqtQk	/t/dd00002
766	8664	17168	nITXcSultsw_30.wav	2.659	3.48	Other	30	nITXcSultsw	/t/dd00001
768	8558	5955	x-2VTyB_30.wav	3.453	4.03	Other	30	x-2VTyB	/t/dd00001
182	6233	7814	igUQXchUmTM_550.wav	0.843	2.134	Other	550	igUQXchUmTM	/t/dd00135
227	802	3579	bP-HNF5L3vM_0.wav	8.646	9.526	Other	0	bP-HNF5L3vM	/t/dd00135
574	3875	13352	z-UltepuHlw_10.wav	8.973	9.701	Other	10	z-UltepuHlw	/t/dd00005
1001	8652	11709	V8hZwx2Clg0_120.wav	9.677	10.0	Other	120	V8hZwx2Clg0	/m/0ytgt
2021	6215	5444	H57jbZlMoZ0_50.wav	6.083	8.452	BabyCry	50	H57jbZlMoZ0	/t/dd00002
1006	2139	13731	C8Ltx_260.wav	5.605	5.778	Other	260	C8Ltx	/m/0ytgt
1365	6908	4772	qLERE37f0JQ_0.wav	2.722	3.434	BabyCry	0	qLERE37f0JQ	/t/dd00002
1141	7985	11444	Ci3oxpGd19Y_18.wav	3.454	3.834	Other	18	Ci3oxpGd19Y	/m/0ytgt
1012	498	5019	NfKpAMtbyNE_40.wav	3.454	5.109	Other	40	NfKpAMtbyNE	/m/0ytgt
1978	5071	7181	vI5BrQ3R79A_14.wav	5.962	6.79	BabyCry	14	vI5BrQ3R79A	/t/dd00002
1530	6751	6740	xkD_29.wav	9.29	9.652	BabyCry	29	xkD	/t/dd00002
64	10212	17355	H8PFjvMjGB8_320.wav	0.0	0.37	Other	320	H8PFjvMjGB8	/t/dd00013
1158	8560	16461	AGqCcrX619E_60.wav	1.87	3.123	Other	60	AGqCcrX619E	/m/0ytgt
2079	8033	3068	udOUbTxCb6w_4.wav	4.964	6.514	BabyCry	4	udOUbTxCb6w	/t/dd00002
2252	1046	10452	dKLxsqPkNBw_18.wav	7.468	8.959	BabyCry	18	dKLxsqPkNBw	/t/dd00002
874	10481	12868	sp831cXHD0s_0.wav	7.853	8.641	Other	0	sp831cXHD0s	/t/dd00001
880	2103	1783	o-qzJIGVPs8_0.wav	7.062	9.268	Other	0	o-qzJIGVPs8	/t/dd00001
75	1628	13361	53PXHBXZqYc_1.wav	0.0	9.527	Other	1	53PXHBXZqYc	/t/dd00013
1605	3014	11133	LJtqs05z4fI_200.wav	6.175	6.395	BabyCry	200	LJtqs05z4fI	/t/dd00002
456	4911	7004	0TDDPNw1vfU_6.wav	5.641	6.77	Other	6	0TDDPNw1vfU	/t/dd00005
1107	10912	16697	1uRrh2ZClNY_330.wav	9.433	10.0	Other	330	1uRrh2ZClNY	/m/0ytgt
468	8161	12653	VUcOXPJ9HjI_0.wav	7.0	7.157	Other	0	VUcOXPJ9HjI	/t/dd00005
189	10369	18613	09kqMqn5rWs_260.wav	6.063	6.181	Other	260	09kqMqn5rWs	/t/dd00135
875	10293	9957	9fL0E3nxDxI_10.wav	3.266	4.477	Other	10	9fL0E3nxDxI	/t/dd00001
2180	478	13546	OrkREXY78tE_30.wav	0.0	0.395	BabyCry	30	OrkREXY78tE	/t/dd00002
144	2533	1769	ygBw6kx6YXM_20.wav	7.807	10.0	Other	20	ygBw6kx6YXM	/t/dd00135
74	4730	13713	d4Yz8RU5q9k_10.wav	4.701	8.087	Other	10	d4Yz8RU5q9k	/t/dd00013
2222	863	200	i-28wN9CvyM_17.wav	8.34	9.68	BabyCry	17	i-28wN9CvyM	/t/dd00002
806	10044	8183	XKi2-b3YrWY_310.wav	5.359	7.04	Other	310	XKi2-b3YrWY	/t/dd00001
1050	9803	2098	3BWyVu2qs9c_90.wav	5.606	6.252	Other	90	3BWyVu2qs9c	/m/0ytgt
1463	7458	6840	hfdWrvYgPww_11.wav	2.023	3.374	BabyCry	11	hfdWrvYgPww	/t/dd00002
1887	7317	8369	W-J3TTV2RNo_30.wav	0.0	0.188	BabyCry	30	W-J3TTV2RNo	/t/dd00002
1961	6692	14129	ztSjcZNUY7A_30.wav	0.613	2.664	BabyCry	30	ztSjcZNUY7A	/t/dd00002
536	1670	17079	n4lyLJf0D-c_30.wav	0.0	0.558	Other	30	n4lyLJf0D-c	/t/dd00005
2360	4834	15869	_70.wav	7.243	8.99	BabyCry	70		/t/dd00002
351	5995	15794	-8Idiy30YLQ_10.wav	1.099	4.769	Other	10	-8Idiy30YLQ	/t/dd00005
834	172	13889	hnPmbZzxcxY_10.wav	0.0	0.504	Other	10	hnPmbZzxcxY	/t/dd00001
1870	3552	10709	N1cTKfsnr0c_30.wav	0.0	3.16	BabyCry	30	N1cTKfsnr0c	/t/dd00002
314	3528	4265	n-aMdFMfCXU_160.wav	0.0	5.157	Other	160	n-aMdFMfCXU	/t/dd00005
207	10354	9631	TQBuW0eNAJc_230.wav	0.298	0.818	Other	230	TQBuW0eNAJc	/t/dd00135
2101	10412	9628	aw9seLyya6c_0.wav	8.468	9.056	BabyCry	0	aw9seLyya6c	/t/dd00002
557	2693	16211	7wpfXEJ4R0E_30.wav	0.0	3.386	Other	30	7wpfXEJ4R0E	/t/dd00005
1074	3005	1305	FwgRocYo9ps_140.wav	0.423	1.511	Other	140	FwgRocYo9ps	/m/0ytgt
1215	9540	4047	cFLPSUA76UQ_60.wav	5.674	8.579	BabyCry	60	cFLPSUA76UQ	/t/dd00002
2207	1680	11248	4V3TFiHFqDc_120.wav	3.221	4.727	BabyCry	120	4V3TFiHFqDc	/t/dd00002
411	377	1456	6_20.wav	3.223	6.801	Other	20	6	/t/dd00005
173	5337	9632	TQBuW0eNAJc_230.wav	1.208	1.728	Other	230	TQBuW0eNAJc	/t/dd00135
344	5886	2326	03Pr5XE49I0_30.wav	3.06	7.382	Other	30	03Pr5XE49I0	/t/dd00005
997	1790	6682	rn41-LXMn5U_12.wav	0.473	2.243	Other	12	rn41-LXMn5U	/m/0ytgt
17	8923	16861	g3DCGCibPQw_20.wav	0.543	1.567	Other	20	g3DCGCibPQw	/t/dd00013
726	9281	2784	2W9sjf3Q2pI_10.wav	6.753	8.993	Other	10	2W9sjf3Q2pI	/t/dd00001
1440	10081	18887	qMbGFWz9who_20.wav	1.984	3.535	BabyCry	20	qMbGFWz9who	/t/dd00002
2161	5099	4560	frfshuAkkYo_30.wav	0.03	2.283	BabyCry	30	frfshuAkkYo	/t/dd00002
1287	5724	10346	8e2u568PWNk_130.wav	7.966	9.607	BabyCry	130	8e2u568PWNk	/t/dd00002
792	4478	5928	QrJ3q0Qa3zE_30.wav	4.315	4.583	Other	30	QrJ3q0Qa3zE	/t/dd00001
73	7787	11887	VvISjfLbXJc_20.wav	6.13	6.53	Other	20	VvISjfLbXJc	/t/dd00013
1577	4457	15329	zcaBSTlC9As_20.wav	8.296	10.0	BabyCry	20	zcaBSTlC9As	/t/dd00002
391	10383	9037	7hjWC-CC_30.wav	5.221	8.844	Other	30	7hjWC-CC	/t/dd00005
208	468	2255	mq0AQsY9EQA_9.wav	1.016	5.125	Other	9	mq0AQsY9EQA	/t/dd00135
364	9476	11586	5flaa_30.wav	3.724	5.253	Other	30	5flaa	/t/dd00005
1036	9287	372	DL00Q-Qu8sI_420.wav	3.937	5.307	Other	420	DL00Q-Qu8sI	/m/0ytgt
2218	10422	12137	lZc34J6nSpM_0.wav	0.473	1.391	BabyCry	0	lZc34J6nSpM	/t/dd00002
222	11302	15508	1SNRw_20.wav	3.571	4.596	Other	20	1SNRw	/t/dd00135
1352	8889	14184	2A7YfsS8Bhk_24.wav	5.029	6.046	BabyCry	24	2A7YfsS8Bhk	/t/dd00002
84	7443	15390	BuzX18GeJJs_250.wav	2.88	10.0	Other	250	BuzX18GeJJs	/t/dd00013
807	9633	3133	V3sCaAIW6ZY_10.wav	7.784	10.0	Other	10	V3sCaAIW6ZY	/t/dd00001
1224	2863	3287	xIvYFYbtR-I_30.wav	4.457	5.722	BabyCry	30	xIvYFYbtR-I	/t/dd00002
2390	4936	12837	RVMcJNpclYk_30.wav	5.394	8.717	BabyCry	30	RVMcJNpclYk	/t/dd00002
1942	5343	7150	nFjox5eBjxw_150.wav	3.042	3.523	BabyCry	150	nFjox5eBjxw	/t/dd00002
1897	6049	10613	mRPZ84Ich-s_30.wav	5.839	6.817	BabyCry	30	mRPZ84Ich-s	/t/dd00002
2340	8769	14814	MQ9klWTwbbI_110.wav	0.373	0.57	BabyCry	110	MQ9klWTwbbI	/t/dd00002
637	1616	5954	x-2VTyB_30.wav	0.245	3.191	Other	30	x-2VTyB	/t/dd00001
1831	6766	17537	8F8HvVMwXyw_90.wav	8.898	10.0	BabyCry	90	8F8HvVMwXyw	/t/dd00002
354	6724	15071	4kx-aC7VPBA_24.wav	5.303	6.033	Other	24	4kx-aC7VPBA	/t/dd00005
825	92	16680	VwcaDl7eg30_30.wav	5.039	5.472	Other	30	VwcaDl7eg30	/t/dd00001
677	2494	1065	nFY1_30.wav	8.724	9.305	Other	30	nFY1	/t/dd00001
1441	4518	4740	vJ8-MapzmLk_40.wav	4.146	6.471	BabyCry	40	vJ8-MapzmLk	/t/dd00002
2071	5924	3952	y-8h7ozmWSA_0.wav	6.786	7.311	BabyCry	0	y-8h7ozmWSA	/t/dd00002
572	870	12469	6rJCSma38o8_30.wav	3.742	4.316	Other	30	6rJCSma38o8	/t/dd00005
1504	3439	4411	FSQ2vBJ0hmw_15.wav	2.736	3.053	BabyCry	15	FSQ2vBJ0hmw	/t/dd00002
1844	5851	16947	P02Zdk3amjk_30.wav	6.543	6.843	BabyCry	30	P02Zdk3amjk	/t/dd00002
552	2529	2578	nnBlzt1_50.wav	7.049	10.0	Other	50	nnBlzt1	/t/dd00005
282	9088	15090	RBloEMoaX3Y_480.wav	7.913	9.488	Other	480	RBloEMoaX3Y	/t/dd00135
2253	2213	18956	tk4s-nlhmEQ_30.wav	2.472	3.921	BabyCry	30	tk4s-nlhmEQ	/t/dd00002
1900	499	6619	GInAl-_21.wav	0.192	3.141	BabyCry	21	GInAl-	/t/dd00002
979	7818	16104	RRElkU0VIJA_120.wav	2.01	2.458	Other	120	RRElkU0VIJA	/m/0ytgt
949	641	2614	69dKhidkKso_70.wav	5.692	6.342	Other	70	69dKhidkKso	/m/0ytgt
154	2095	12514	HDyFqwikFS4_30.wav	1.346	3.087	Other	30	HDyFqwikFS4	/t/dd00135
280	530	3615	a5JsW77JhJU_510.wav	5.331	5.866	Other	510	a5JsW77JhJU	/t/dd00135
497	9065	713	PeAxrFZXI54_280.wav	7.999	10.0	Other	280	PeAxrFZXI54	/t/dd00005
632	7460	10644	TxWaRgpfg4c_30.wav	7.969	10.0	Other	30	TxWaRgpfg4c	/t/dd00001
1557	8133	16319	xjiXiE65VMc_30.wav	3.779	4.326	BabyCry	30	xjiXiE65VMc	/t/dd00002
1084	10049	4613	QplWEaeWJ-E_50.wav	7.0	7.921	Other	50	QplWEaeWJ-E	/m/0ytgt
1283	5106	11309	JPSJDg6r19Y_20.wav	1.633	2.609	BabyCry	20	JPSJDg6r19Y	/t/dd00002
749	9879	16580	XyIAPpcvVro_0.wav	6.74	7.417	Other	0	XyIAPpcvVro	/t/dd00001
317	10694	4228	4ZyscgFRVjE_30.wav	0.307	3.137	Other	30	4ZyscgFRVjE	/t/dd00005
451	10825	16541	EijTwCm-pRM_30.wav	7.014	7.152	Other	30	EijTwCm-pRM	/t/dd00005
440	4985	3980	Y9BBS5PDiog_30.wav	7.78	9.347	Other	30	Y9BBS5PDiog	/t/dd00005
1140	11205	2790	6L3hgqmvU_0.wav	7.74	9.409	Other	0	6L3hgqmvU	/m/0ytgt
521	4452	1655	4dTnDYymmG0_30.wav	5.465	7.071	Other	30	4dTnDYymmG0	/t/dd00005
2016	3719	15655	ycvosxNVZ1M_30.wav	0.0	2.37	BabyCry	30	ycvosxNVZ1M	/t/dd00002
1510	9842	7258	lOABcvVI6cs_10.wav	2.965	3.168	BabyCry	10	lOABcvVI6cs	/t/dd00002
91	5953	12134	n4Ol5s5zxew_20.wav	7.877	10.0	Other	20	n4Ol5s5zxew	/t/dd00013
1390	11256	16320	xjiXiE65VMc_30.wav	4.464	5.107	BabyCry	30	xjiXiE65VMc	/t/dd00002
812	10885	9644	PCwXpHWX628_30.wav	1.949	2.536	Other	30	PCwXpHWX628	/t/dd00001
1026	9471	2338	gCYap0uxGjE_10.wav	3.669	4.381	Other	10	gCYap0uxGjE	/m/0ytgt
2296	2794	10002	KUkAdM4Lazk_4.wav	2.131	2.985	BabyCry	4	KUkAdM4Lazk	/t/dd00002
1217	7931	18940	iiAK295_21.wav	0.0	0.17	BabyCry	21	iiAK295	/t/dd00002
1430	4106	5960	-0rk3mZ7EbU_200.wav	1.511	2.061	BabyCry	200	-0rk3mZ7EbU	/t/dd00002
844	5210	5908	dVQBHS69hWU_30.wav	2.044	3.962	Other	30	dVQBHS69hWU	/t/dd00001
2048	2240	11759	H8CjnmzwHVI_30.wav	2.932	4.648	BabyCry	30	H8CjnmzwHVI	/t/dd00002
226	7251	12753	CnHR5sA8HK8_0.wav	0.018	6.0	Other	0	CnHR5sA8HK8	/t/dd00135
1716	8040	5306	G_24.wav	0.0	0.502	BabyCry	24	G	/t/dd00002
1823	10747	752	vbaPZhkSrhw_40.wav	1.167	3.953	BabyCry	40	vbaPZhkSrhw	/t/dd00002
2135	9440	2625	SfG4W3mdr70_90.wav	0.0	0.302	BabyCry	90	SfG4W3mdr70	/t/dd00002
382	10257	5024	pbcxYnkf1VA_30.wav	6.197	7.004	Other	30	pbcxYnkf1VA	/t/dd00005
1702	10187	1824	DnrzWno9RY0_23.wav	6.476	6.859	BabyCry	23	DnrzWno9RY0	/t/dd00002
1796	942	18504	nzwmPWAAQFg_30.wav	6.422	8.035	BabyCry	30	nzwmPWAAQFg	/t/dd00002
1631	3033	720	NTg4toxmcN4_10.wav	6.016	6.85	BabyCry	10	NTg4toxmcN4	/t/dd00002
1038	3069	9473	jGuSg_10.wav	4.564	6.682	Other	10	jGuSg	/m/0ytgt
1606	9073	15898	cD7dywdy9g0_30.wav	5.107	6.049	BabyCry	30	cD7dywdy9g0	/t/dd00002
1701	5636	5312	G_24.wav	7.153	7.519	BabyCry	24	G	/t/dd00002
1024	9351	9923	m1N7VLFYZ4g_10.wav	6.126	8.236	Other	10	m1N7VLFYZ4g	/m/0ytgt
1862	11343	15404	iDGMsl23IK8_16.wav	3.256	4.332	BabyCry	16	iDGMsl23IK8	/t/dd00002
1284	1347	15214	PA0kmaKo84Q_60.wav	6.732	6.894	BabyCry	60	PA0kmaKo84Q	/t/dd00002
759	3876	14035	vhb_10.wav	9.323	9.756	Other	10	vhb	/t/dd00001
1740	5244	14356	2gZWXqZK18E_30.wav	8.976	10.0	BabyCry	30	2gZWXqZK18E	/t/dd00002
2035	10703	15080	jgXecFKbzuM_10.wav	7.841	8.119	BabyCry	10	jgXecFKbzuM	/t/dd00002
999	1337	7021	LL1meXhgZ8c_30.wav	4.507	9.429	Other	30	LL1meXhgZ8c	/m/0ytgt
1320	3185	1358	x9vxPUVx40Y_30.wav	3.887	4.858	BabyCry	30	x9vxPUVx40Y	/t/dd00002
270	7607	18569	Ajl5A3YbR88_120.wav	6.157	7.189	Other	120	Ajl5A3YbR88	/t/dd00135
1729	2658	1373	VQo7Iu6lVqc_40.wav	9.757	10.0	BabyCry	40	VQo7Iu6lVqc	/t/dd00002
743	4046	7501	Qrl05454IFg_10.wav	2.345	3.06	Other	10	Qrl05454IFg	/t/dd00001
2058	3233	8379	W-J3TTV2RNo_30.wav	8.503	9.075	BabyCry	30	W-J3TTV2RNo	/t/dd00002
662	6594	18606	BuhCuSnq6DI_90.wav	8.805	10.0	Other	90	BuhCuSnq6DI	/t/dd00001
1166	3501	14851	AYeFrtDW1YI_80.wav	7.958	8.47	Other	80	AYeFrtDW1YI	/m/0ytgt
1479	8333	4253	2BYz4JW2eVs_19.wav	0.705	1.236	BabyCry	19	2BYz4JW2eVs	/t/dd00002
368	8835	8661	4CbgGjEcrco_30.wav	3.011	7.56	Other	30	4CbgGjEcrco	/t/dd00005
930	582	290	Mw3RMn_280.wav	9.323	9.528	Other	280	Mw3RMn	/m/0ytgt
330	2092	12689	4E5c1hRk4JI_30.wav	7.708	8.89	Other	30	4E5c1hRk4JI	/t/dd00005
1634	9227	4053	yRqDlzEtGcY_30.wav	0.51	1.067	BabyCry	30	yRqDlzEtGcY	/t/dd00002
916	8813	527	OhgHggnmTAg_40.wav	1.224	1.914	Other	40	OhgHggnmTAg	/m/0ytgt
2386	8603	11276	W_15.wav	7.615	8.719	BabyCry	15	W	/t/dd00002
2384	6358	12741	Ft7rdgppEMg_0.wav	0.083	0.376	BabyCry	0	Ft7rdgppEMg	/t/dd00002
1040	10807	18093	bg8m7K9pxFI_180.wav	8.362	9.591	Other	180	bg8m7K9pxFI	/m/0ytgt
2298	142	4279	WoT6HZTMdy4_300.wav	9.527	10.0	BabyCry	300	WoT6HZTMdy4	/t/dd00002
1801	4262	18593	NXZS5FiPhA4_210.wav	1.047	2.157	BabyCry	210	NXZS5FiPhA4	/t/dd00002
323	3473	4338	2naX8QaVfu8_30.wav	3.431	5.621	Other	30	2naX8QaVfu8	/t/dd00005
638	706	2958	SRnppAZ90fY_30.wav	0.07	0.98	Other	30	SRnppAZ90fY	/t/dd00001
167	3524	14540	0nckU7UhK_3.wav	0.0	1.396	Other	3	0nckU7UhK	/t/dd00135
2195	2415	6417	3DP_10.wav	2.625	5.253	BabyCry	10	3DP	/t/dd00002
510	9936	9611	2P5ao8j3kf4_30.wav	9.606	10.0	Other	30	2P5ao8j3kf4	/t/dd00005
1963	6349	11761	H8CjnmzwHVI_30.wav	8.745	10.0	BabyCry	30	H8CjnmzwHVI	/t/dd00002
1667	3357	16053	6T2jEKesKXY_30.wav	7.495	7.966	BabyCry	30	6T2jEKesKXY	/t/dd00002
